,t_user_id,parsed_date,distance
0,10.0,2008-03-28,562434.721227
1,10.0,2008-03-29,598181.095033
2,10.0,2008-03-30,649913.579953
3,10.0,2008-03-31,646036.032502
4,10.0,2008-04-01,594067.800734
5,10.0,2008-04-02,9148.99983885
6,10.0,2008-04-03,927722.132476
7,10.0,2008-04-04,2851263.60826
8,10.0,2008-04-05,1330445.79712
9,10.0,2008-04-06,826155.388088
10,10.0,2008-05-18,30144.5323691
11,10.0,2008-05-19,160245.04771
12,10.0,2008-06-13,1806.84519711
13,10.0,2008-06-15,77308.4992687
14,10.0,2008-06-16,107998.504314
15,10.0,2008-06-17,265028.757191
16,10.0,2008-06-18,1055084.06481
17,10.0,2008-06-19,1608781.84031
18,10.0,2008-06-20,605970.42894
19,10.0,2008-06-28,24735.0358442
20,10.0,2008-08-01,2614157.61065
21,10.0,2008-09-15,2291.91968811
22,10.0,2008-09-16,632160.31035
23,10.0,2008-09-17,681520.214146
24,10.0,2008-09-18,62754.825051
25,10.0,2008-09-19,288407.888828
26,10.0,2008-09-21,116939.792061
27,10.0,2008-09-22,242606.487316
28,10.0,2008-09-23,482090.763025
29,10.0,2008-09-24,498587.214363
30,10.0,2008-09-25,460552.915136
31,10.0,2008-09-26,657768.847943
32,10.0,2008-09-27,568100.017185
33,10.0,2008-09-28,1372431.8806
34,10.0,2008-09-29,2756047.44395
35,10.0,2008-09-30,1286287.78741
36,10.0,2008-10-01,1204216.48657
37,10.0,2008-10-02,3730601.04229
38,10.0,2008-10-03,5505767.04747
39,10.0,2008-10-05,227376.915712
40,10.0,2008-10-06,491003.130625
41,10.0,2008-10-07,277392.366546
42,10.0,2008-10-08,382607.302896
43,10.0,2008-10-09,596290.686738
44,10.0,2008-10-10,250925.715683
45,10.0,2008-10-12,331293.126253
46,10.0,2008-10-13,355738.066247
47,10.0,2008-10-14,34235.971487
48,10.0,2008-10-15,267531.593494
49,10.0,2008-10-16,809963.077532
50,10.0,2008-10-17,383191.710403
51,10.0,2008-10-18,4955.18416942
52,10.0,2008-10-19,337488.170027
53,10.0,2008-10-20,22771.7338346
54,10.0,2008-10-21,8383.19086576
55,10.0,2008-10-31,477932.284745
56,10.0,2008-11-01,131291.517177
57,10.0,2008-11-04,21073.3817285
58,10.0,2008-11-06,479456.666012
59,10.0,2008-11-07,78345.070181
60,10.0,2008-11-08,81271.0043079
61,10.0,2008-12-01,8241.49229097
62,10.0,2008-12-06,557664.206754
63,10.0,2008-12-07,499051.357242
64,20.0,2011-08-27,14414.7220593
65,20.0,2011-08-28,36526.3957153
66,20.0,2011-08-29,7421.46135452
67,20.0,2011-08-30,12296.5997419
68,20.0,2011-08-31,7388.49722874
69,20.0,2011-09-01,13510.8786807
70,20.0,2011-09-02,7262.79031772
71,20.0,2011-09-03,8777.89703354
72,20.0,2011-09-04,11039.8638041
73,20.0,2011-09-05,25887.100375
74,20.0,2011-09-06,16812.2312216
75,20.0,2011-09-07,2659.17787564
76,20.0,2011-09-09,823.253166501
77,20.0,2011-09-10,13414.777755
78,20.0,2011-09-11,3183471.7224
79,20.0,2011-09-12,101987.488977
80,20.0,2011-09-13,5855.81288402
81,20.0,2011-09-14,6648.5188267
82,20.0,2011-09-15,6324.00973872
83,20.0,2011-09-16,11518.0571404
84,20.0,2011-09-17,7323.55026385
85,20.0,2011-10-22,53.2887337773
86,20.0,2011-10-26,243.19741167
87,20.0,2011-11-02,805.728735567
88,20.0,2011-11-06,16.5124800559
89,20.0,2011-11-17,203.082542477
90,20.0,2011-11-18,1649.87448349
91,20.0,2011-12-01,162.058768586
92,20.0,2011-12-27,1079.59660137
93,21.0,2007-04-29,6026.35346971
94,21.0,2007-04-30,1218.04001603
95,21.0,2007-05-01,50727.0689508
96,21.0,2007-05-02,34141.7624871
97,21.0,2007-05-03,64580.1830224
98,21.0,2007-05-04,9111.5494415
99,52.0,2008-05-20,14509.3451708
100,52.0,2008-05-21,66947.3102946
101,52.0,2008-05-22,24708.9775318
102,52.0,2008-05-23,21033.8781989
103,52.0,2008-05-25,65949.9347031
104,52.0,2008-05-26,3580.35515878
105,52.0,2008-05-27,59541.8349992
106,52.0,2008-05-28,18335.1753293
107,52.0,2008-05-29,19217.7678957
108,52.0,2008-05-30,24634.4898783
109,52.0,2008-05-31,65719.6749241
110,52.0,2008-06-01,19199.4231467
111,52.0,2008-06-02,12869.8545531
112,52.0,2008-06-03,89938.0009792
113,52.0,2008-06-04,18266.4701002
114,52.0,2008-06-05,21480.884951
115,52.0,2008-06-06,30799.4264184
116,52.0,2008-06-07,22765.8682061
117,52.0,2008-06-09,33881.5347982
118,52.0,2008-06-10,16838.7782415
119,52.0,2008-06-12,59974.942284
120,52.0,2008-06-13,57346.9907759
121,52.0,2008-06-14,21205.095806
122,52.0,2008-06-15,21153.1267969
123,52.0,2008-06-16,14190.1911261
124,52.0,2008-06-17,36670.9984562
125,52.0,2008-06-20,38416.5667666
126,52.0,2008-06-21,10359.9767745
127,52.0,2008-06-25,20732.491009
128,52.0,2008-06-26,143297.194683
129,52.0,2008-06-27,86612.016376
130,52.0,2008-06-28,2525.7301865
131,52.0,2008-06-29,2538458.33199
132,52.0,2008-07-01,38630.8837
133,52.0,2008-07-02,7644.34897984
134,52.0,2008-07-03,19588.3635171
135,52.0,2008-07-06,11352.7421682
136,52.0,2008-07-07,2437.68709892
137,52.0,2008-07-08,5861.69754372
138,52.0,2008-07-09,113663.46438
139,52.0,2008-07-10,18916.7150513
140,52.0,2008-07-11,107118.510777
141,52.0,2008-07-15,10501.8757947
142,52.0,2008-07-16,7456.40935532
143,52.0,2008-07-17,62008.7675756
144,52.0,2008-07-18,30390.6727196
145,52.0,2008-07-19,31541.5427457
146,52.0,2008-07-20,68750.4793804
147,52.0,2008-07-21,54817.7988116
148,52.0,2008-07-22,22942.6685708
149,52.0,2008-07-23,29546.204569
150,52.0,2008-07-24,40040.0198773
151,52.0,2008-07-25,65160.9719246
152,52.0,2008-07-26,15693.2659589
153,52.0,2008-07-27,33406.8516255
154,52.0,2008-07-29,32103.9655374
155,52.0,2008-07-30,39474.1443482
156,52.0,2008-07-31,141267.64608
157,52.0,2008-08-18,4020.70153784
158,52.0,2008-08-22,10716.4471582
159,52.0,2008-09-02,19553.0797997
160,52.0,2008-10-01,22218.2053339
161,52.0,2008-10-02,540225.955089
162,52.0,2008-10-03,20761.1655097
163,52.0,2008-10-05,17850.1452645
164,52.0,2008-10-06,9306.40921003
165,52.0,2008-10-07,54989.4886697
166,52.0,2008-10-08,19784.9682107
167,52.0,2008-10-10,27336.9437249
168,56.0,2007-10-19,18126.2243804
169,58.0,2007-05-09,3641.13772538
170,58.0,2007-05-13,28685.8508804
171,58.0,2007-05-19,2755.91208667
172,58.0,2007-05-21,4498.47899529
173,58.0,2007-05-23,747.048937283
174,58.0,2007-05-24,827.248934832
175,58.0,2007-05-26,3216.91802568
176,58.0,2007-06-01,1113.8522635
177,58.0,2007-06-03,3606.9757109
178,62.0,2008-06-18,861.044150962
179,62.0,2008-06-19,2057.18612095
180,62.0,2008-06-20,25327.3069876
181,62.0,2008-06-21,8825.5686866
182,62.0,2008-06-23,4257.01865202
183,62.0,2008-06-24,40468.5525427
184,62.0,2008-06-25,23124.3929893
185,62.0,2008-06-28,6417.97966764
186,62.0,2008-06-29,1626.6989104
187,62.0,2008-07-01,2338.76952637
188,62.0,2008-07-03,6721.00265014
189,62.0,2008-07-06,2771.91525628
190,62.0,2008-07-07,6150.05968397
191,62.0,2008-07-08,1483.54131574
192,62.0,2008-07-09,1778.4539012
193,62.0,2008-07-10,9124.56284278
194,62.0,2008-07-11,1761.76865232
195,62.0,2008-07-13,12867.0595762
196,62.0,2008-07-14,9106.83273477
197,62.0,2008-07-15,8491.30751899
198,62.0,2008-07-16,11952.3690918
199,62.0,2008-07-17,1623.81012344
200,62.0,2008-07-19,6288.60949854
201,62.0,2008-07-20,21728.3961984
202,62.0,2008-07-21,4321.87421463
203,62.0,2008-07-22,9010.25125318
204,62.0,2008-07-23,5695.04851269
205,62.0,2008-07-24,36716.0926166
206,62.0,2008-07-26,20829.9228941
207,62.0,2008-07-27,19626.7752903
208,62.0,2008-07-28,108755.37188
209,62.0,2008-07-29,119187.491644
210,62.0,2008-07-30,24387.3152883
211,62.0,2008-07-31,113680.61855
212,62.0,2008-08-01,49662.8951062
213,62.0,2008-08-02,53032.1522404
214,62.0,2008-08-03,97319.9433992
215,62.0,2008-08-04,38606.8231488
216,62.0,2008-08-05,290497.461994
217,62.0,2008-08-06,12907.9462148
218,62.0,2008-08-07,60385.7952973
219,62.0,2008-08-08,39923.5399798
220,62.0,2008-08-09,17232.008925
221,62.0,2008-08-10,71042.0394922
222,62.0,2008-08-11,71443.9929489
223,62.0,2008-08-12,93042.7870367
224,62.0,2008-08-13,65564.2766737
225,62.0,2008-08-14,13020.7487056
226,62.0,2008-08-15,26931.8739519
227,62.0,2008-08-16,29474.9913854
228,62.0,2008-08-17,23572.9995457
229,62.0,2008-08-18,53384.9302847
230,62.0,2008-08-19,46212.1031434
231,62.0,2008-08-20,156141.888008
232,62.0,2008-08-21,96671.9474838
233,62.0,2008-08-22,85461.1367227
234,62.0,2008-08-23,60306.1560426
235,62.0,2008-08-24,14816.2555779
236,62.0,2008-08-25,32220.0604204
237,62.0,2008-08-26,38818.5262787
238,62.0,2008-08-27,182466.415969
239,62.0,2008-08-28,36049.2404035
240,62.0,2008-08-29,18233.1821589
241,62.0,2008-08-30,62723.930654
242,62.0,2008-08-31,808627.347613
243,62.0,2008-09-01,151230.464657
244,62.0,2008-09-02,566290.333964
245,62.0,2008-09-03,317.676670485
246,62.0,2008-09-04,45949.8779003
247,62.0,2008-09-05,56362.6460466
248,62.0,2008-09-06,11851.3150919
249,62.0,2008-09-07,114451.025379
250,62.0,2008-09-08,170304.59108
251,62.0,2008-09-10,87659.3215805
252,62.0,2008-09-11,32819.2424469
253,62.0,2008-09-12,47639.7808473
254,62.0,2008-09-13,63061.6774502
255,62.0,2008-09-14,53771.1049676
256,62.0,2008-09-15,87762.4402718
257,62.0,2008-09-16,20448.7338515
258,62.0,2008-09-17,32520.1127082
259,62.0,2008-09-18,91055.2771174
260,62.0,2008-09-19,23145.3231641
261,62.0,2008-09-20,13228.9049052
262,62.0,2008-09-21,40892.7021103
263,62.0,2008-09-23,16108.1882667
264,62.0,2008-09-24,1195.79063684
265,62.0,2008-09-25,31227.6628559
266,62.0,2008-09-26,191964.669947
267,62.0,2008-09-27,1068874.43258
268,62.0,2008-09-28,41399.4730983
269,62.0,2008-10-01,37430.8033993
270,62.0,2008-10-03,29807.3311644
271,62.0,2008-10-04,474291.573344
272,62.0,2008-10-05,62003.0094889
273,62.0,2008-10-15,55368.5146116
274,62.0,2008-10-16,80355.0777861
275,62.0,2008-10-17,39124.3236638
276,62.0,2008-10-18,85159.2233936
277,62.0,2008-10-19,14883.7435505
278,62.0,2008-10-20,67191.4357385
279,62.0,2008-10-21,37207.4667085
280,62.0,2008-10-29,256.491056786
281,62.0,2008-10-30,28260.67259
282,62.0,2008-10-31,123143.38721
283,62.0,2008-11-01,22675.2608461
284,62.0,2008-11-02,56430.9621807
285,62.0,2008-11-03,1375.05638082
286,62.0,2008-11-04,5966.2447837
287,62.0,2008-11-05,111102.635914
288,62.0,2008-11-06,84458.7006339
289,62.0,2008-11-07,19375.5363543
290,62.0,2008-11-08,2717.36351503
291,62.0,2008-11-09,28813.8512149
292,62.0,2008-11-10,91732.7610511
293,62.0,2008-11-11,91320.6787439
294,62.0,2008-11-12,10478.9793197
295,62.0,2008-11-13,71967.1476223
296,62.0,2008-11-14,45408.974462
297,62.0,2008-11-15,82792.0013883
298,62.0,2008-11-16,74018.7819508
299,62.0,2008-11-17,15198.1885556
300,62.0,2008-12-03,404.275110913
301,62.0,2008-12-04,6328.11243477
302,62.0,2008-12-05,61514.5913234
303,62.0,2008-12-06,283.716356013
304,62.0,2008-12-07,13732.9787371
305,62.0,2008-12-08,869.664480563
306,62.0,2008-12-09,45719.8755575
307,62.0,2008-12-11,10207.8818586
308,62.0,2008-12-12,39315.2022879
309,62.0,2008-12-13,18722.6582754
310,62.0,2008-12-14,6850.89961976
311,62.0,2008-12-15,21310.2588209
312,64.0,2008-08-15,6790.26883971
313,64.0,2008-08-16,53052.3418062
314,64.0,2008-08-17,86594.1273697
315,64.0,2008-08-18,28961.6654649
316,64.0,2008-08-20,109544.837217
317,64.0,2008-08-21,19329.9626898
318,64.0,2008-08-23,292.140931681
319,64.0,2008-08-24,233439.834601
320,64.0,2008-08-25,3589.97055719
321,64.0,2008-08-29,5725.71874722
322,65.0,2011-08-24,448.279534983
323,65.0,2011-08-26,9319.87464364
324,65.0,2011-08-28,142474.493772
325,65.0,2011-08-30,221187.609526
326,65.0,2011-09-01,905.747790436
327,65.0,2011-09-02,4440.04161049
328,65.0,2011-09-03,3612.91521536
329,65.0,2011-09-10,22008.7909718
330,65.0,2011-09-11,13441.1739342
331,65.0,2011-09-16,12728.8259738
332,65.0,2011-09-17,12559.3557222
333,65.0,2011-09-18,3.75210372295
334,65.0,2011-09-19,3632.08800634
335,65.0,2011-09-21,11926.0133598
336,65.0,2011-09-23,56448.7368915
337,65.0,2011-09-25,861.652127824
338,65.0,2011-09-27,90.3739188974
339,65.0,2011-09-29,7108.85825381
340,65.0,2011-10-01,14419.6886105
341,65.0,2011-10-03,14293.3569104
342,65.0,2011-10-05,255897.836986
343,65.0,2011-10-06,813.226641298
344,65.0,2011-10-14,180.239465578
345,65.0,2011-10-16,23.7570019392
346,65.0,2011-10-18,50954.4591362
347,65.0,2011-10-22,8398.04249189
348,65.0,2011-10-23,14629.2681306
349,65.0,2011-10-25,2055.84080678
350,67.0,2011-03-05,174214.439219
351,67.0,2011-03-12,69888.470939
352,67.0,2011-03-19,55700.2050865
353,67.0,2011-03-20,34104.938804
354,67.0,2011-03-26,77675.669016
355,67.0,2011-04-07,19186.4408173
356,67.0,2011-04-08,9820.23826177
357,67.0,2011-04-13,7025.04841374
358,67.0,2011-04-14,1161.68558589
359,67.0,2011-04-16,3849.10007796
360,67.0,2011-04-19,3005.44161606
361,67.0,2011-04-23,76818.1323912
362,67.0,2011-04-30,23443.4341522
363,67.0,2011-05-06,4757.09773248
364,67.0,2011-05-07,279992.480977
365,68.0,2008-09-16,16622.588828
366,68.0,2008-09-18,385.180632534
367,68.0,2008-09-20,59381.7955098
368,68.0,2008-09-29,6947.70446926
369,68.0,2008-09-30,47473.8067202
370,68.0,2008-10-02,140331.489504
371,68.0,2008-10-03,33077.9792114
372,68.0,2008-10-04,29317.2643625
373,68.0,2008-10-11,42366.44331
374,68.0,2008-10-12,1664.81102661
375,68.0,2008-10-20,35661.4567134
376,68.0,2008-10-21,78743.8053648
377,68.0,2008-10-22,36473.2292513
378,68.0,2008-10-24,5824.66419238
379,68.0,2008-10-25,12556.7775569
380,68.0,2008-10-26,3347.52150871
381,68.0,2008-10-31,12494.4437352
382,68.0,2008-11-01,88506.8415487
383,68.0,2008-11-03,16138.6400095
384,68.0,2008-11-04,1603.6784285
385,68.0,2008-11-05,65590.1762918
386,68.0,2008-11-08,798.739595055
387,68.0,2008-11-13,610.676622156
388,68.0,2008-11-14,61271.0625046
389,68.0,2008-11-15,28084.5895796
390,68.0,2008-11-16,12724.6501307
391,68.0,2008-11-26,1458.97802497
392,68.0,2008-11-30,62596.7065362
393,68.0,2008-12-13,96577.3644171
394,68.0,2008-12-14,11674.3805911
395,68.0,2009-01-02,1465.49975425
396,68.0,2009-01-15,80966.7753866
397,68.0,2009-01-16,82887.9408935
398,68.0,2009-02-17,2639.51885157
399,68.0,2009-02-18,37438.6340101
400,68.0,2009-02-19,3158.77043816
401,68.0,2009-02-20,2399.55849408
402,68.0,2009-02-21,29314.0237895
403,68.0,2009-02-22,15538.8486824
404,68.0,2009-02-23,2159.91442252
405,68.0,2009-03-01,999.290089635
406,68.0,2009-03-13,15198.563082
407,68.0,2009-03-14,22975.2997778
408,68.0,2009-03-22,42049.4260377
409,68.0,2009-03-23,33915.0635027
410,68.0,2009-03-27,24052.3303785
411,68.0,2009-03-28,35533.4576569
412,68.0,2009-04-02,80034.5432984
413,68.0,2009-04-03,40172.4411575
414,68.0,2009-04-05,1227.71580664
415,68.0,2009-04-11,5802.35411949
416,68.0,2009-04-12,71130.5943714
417,68.0,2009-04-18,360322.725856
418,68.0,2009-04-22,10032.6915298
419,68.0,2009-04-25,74182.9246587
420,68.0,2009-05-01,61583.9285397
421,68.0,2009-05-02,12941.134519
422,68.0,2009-05-03,2903.17259715
423,68.0,2009-05-16,3235.98976181
424,68.0,2009-05-17,6361.85760255
425,68.0,2009-05-19,38009.3268381
426,68.0,2009-05-21,7243.01560217
427,68.0,2009-05-22,6507.22704675
428,68.0,2009-05-24,7090.84216987
429,68.0,2009-05-25,15640.6082268
430,68.0,2009-05-26,18836.7980662
431,68.0,2009-05-27,18021.4732872
432,68.0,2009-05-28,14831.4242032
433,68.0,2009-05-29,9020.14479135
434,68.0,2009-05-30,6577.2310571
435,68.0,2009-05-31,11088.1005769
436,68.0,2009-06-05,25961.1996446
437,68.0,2009-06-07,17678.7705686
438,68.0,2009-06-13,18802.2074358
439,68.0,2009-06-14,31966.4830066
440,68.0,2009-06-19,40816.8050247
441,68.0,2009-06-21,34803.1604676
442,68.0,2009-06-22,354.300737601
443,68.0,2009-06-27,11927.3140404
444,68.0,2009-06-28,77114.6524078
445,68.0,2009-07-05,4291.83026246
446,68.0,2009-07-06,32019.7180955
447,68.0,2009-07-07,27192.7639552
448,68.0,2009-07-09,76685.5611465
449,68.0,2009-07-11,53354.3065822
450,68.0,2009-07-12,47918.4788021
451,68.0,2009-07-14,44960.8482698
452,68.0,2009-07-15,18660.03595
453,68.0,2009-07-16,409313.205304
454,68.0,2009-07-17,8999.34262063
455,68.0,2009-07-20,38041.0945232
456,68.0,2009-07-21,333.949150463
457,68.0,2009-07-22,101169.500761
458,68.0,2009-07-24,81012.9111105
459,68.0,2009-07-25,91159.5761088
460,68.0,2009-07-26,15530.4683499
461,68.0,2009-07-27,18065.3008075
462,68.0,2009-07-28,16538.9840596
463,68.0,2009-07-29,2273815.63388
464,68.0,2009-07-30,11000.5135495
465,68.0,2009-07-31,17348.7204035
466,68.0,2009-08-01,1954479.053
467,68.0,2009-08-02,12459.0859631
468,68.0,2009-08-03,42794.1109298
469,68.0,2009-08-04,14483.8116963
470,68.0,2009-08-05,146289.999411
471,68.0,2009-08-06,115161.783962
472,68.0,2009-08-07,47271.9655722
473,68.0,2009-08-08,1694.04280848
474,68.0,2009-08-09,36266.7838229
475,68.0,2009-08-10,71379.7767488
476,68.0,2009-08-11,69999.5463079
477,68.0,2009-08-13,15367.2685907
478,68.0,2009-08-14,22518.5263211
479,68.0,2009-08-15,20918.4883926
480,68.0,2009-08-17,25669.1955421
481,68.0,2009-08-18,30435.7144719
482,68.0,2009-08-19,32706.331885
483,68.0,2009-08-20,87503.4904184
484,68.0,2009-08-21,2226.27123108
485,68.0,2009-08-24,71655.3731665
486,68.0,2009-08-25,30673.6051152
487,68.0,2009-08-29,46117.1133275
488,68.0,2009-08-30,25271.421569
489,68.0,2009-08-31,17897.0786412
490,68.0,2009-09-05,603.708213123
491,68.0,2009-09-06,2008.67759464
492,68.0,2009-09-08,7100.17918353
493,68.0,2009-09-11,27503.2477074
494,68.0,2009-09-12,56735.9761612
495,68.0,2009-09-13,40118.2059793
496,69.0,2008-06-27,18096.865697
497,73.0,2008-05-19,585.179157896
498,73.0,2008-05-21,386.492157259
499,73.0,2008-05-22,537.794624894
500,73.0,2008-05-29,470.329502966
501,73.0,2008-05-30,32611.2253261
502,73.0,2008-06-03,629.203352678
503,73.0,2008-06-05,468.258866322
504,73.0,2008-06-19,484.421112287
505,73.0,2008-06-21,863.227607166
506,73.0,2008-06-24,1083.0055447
507,73.0,2008-06-25,517.63975019
508,73.0,2008-06-29,6054.23107067
509,73.0,2008-07-02,982.203186152
510,73.0,2008-07-05,488.711862689
511,73.0,2008-07-07,439.569301759
512,73.0,2008-07-08,537.956349936
513,73.0,2008-07-10,986.465011134
514,73.0,2008-07-11,935.720409543
515,73.0,2008-07-13,1282.10405753
516,73.0,2008-07-15,5654.07167946
517,73.0,2008-07-16,7430.04028582
518,73.0,2008-07-17,1076.00495169
519,73.0,2008-07-18,410.609992468
520,73.0,2008-07-20,1690.81033265
521,73.0,2008-07-22,2132.62705542
522,73.0,2008-07-24,1263.21213188
523,73.0,2008-07-25,1157.10743426
524,73.0,2008-07-29,1519.75075684
525,73.0,2008-07-30,2123.04197265
526,73.0,2008-07-31,6709.90207921
527,73.0,2008-08-01,1021.21103149
528,73.0,2008-08-03,12362.730235
529,73.0,2008-08-04,1625.4925339
530,75.0,2011-08-03,186.060444047
531,75.0,2011-08-24,8456.42571668
532,75.0,2011-08-27,7234.5396411
533,75.0,2011-08-28,12776.7791466
534,75.0,2011-08-29,8000.72733961
535,75.0,2011-08-30,3991.60579939
536,76.0,2007-04-17,11032.3410646
537,76.0,2007-04-19,50854.1880719
538,76.0,2007-04-20,2560.40481793
539,78.0,2008-05-11,1113.47840616
540,78.0,2008-05-17,1269.78165955
541,78.0,2008-05-19,1729.0979287
542,78.0,2008-05-20,1292.54926053
543,78.0,2008-05-21,1209.52053821
544,78.0,2008-05-22,634.501380938
545,78.0,2008-05-23,504.218446425
546,78.0,2008-05-24,23843.8881404
547,78.0,2008-05-28,1577.64723707
548,78.0,2008-05-29,1347.461959
549,78.0,2008-05-30,3031.67427531
